가구원수,취업인원수,가구주_연령,비동거취업미혼자녀수,비동거학업미혼자녀수,비동거기타미혼자녀수,자동차보유대수,월세평가금액,전세보증금,월세사글세,주거용전용면적,주택소유유무,가계지출금액,가계지출_소비지출금액
1,1,57,0,0,0,1,300,10000,250,39,2,1620285,1455430
1,1,57,0,0,0,1,300,60000,0,50,2,2911149,2187199
1,1,57,0,0,0,1,320,2000,300,20,2,1880015,1672889
1,1,57,0,0,0,1,330,40000,0,56,1,935765,800622
1,1,57,0,0,0,1,360,0,0,66,1,5821847,5071567
1,1,57,0,0,0,1,370,10000,300,53,2,1636847,1072996
1,1,57,0,0,0,1,450,1000,430,47,2,1943648,1892648
1,1,57,0,0,0,1,700,0,0,59,1,1517232,1263742
1,1,57,0,0,0,1,730,20000,650,99,2,3239423,1972093
1,1,57,0,0,0,1,900,0,0,85,1,6423185,5804991
1,1,57,0,0,1,1,450,5000,400,39,1,5786197,1944913
1,1,57,0,0,1,1,500,0,0,83,1,3686475,3377160
1,1,57,0,0,2,1,1072,0,0,79,1,10754258,4260948
1,1,57,0,1,0,1,200,0,0,50,1,2382746,1797130
1,1,57,0,1,1,1,400,27620,64,39,2,1900138,1373353
1,1,57,0,2,0,1,400,5000,380,40,1,5216639,1618018
1,1,57,1,0,0,0,153,35000,0,40,2,1231633,846779
1,1,57,1,0,0,0,480,57000,30,83,2,3277502,2736773
1,1,57,1,0,0,1,278,2000,270,23,2,2002874,1103784
1,1,57,1,0,0,1,325,5000,300,18,1,3209690,1995654
1,1,57,1,0,0,1,350,5000,300,50,2,2770886,2259769
1,1,57,1,0,0,1,400,0,0,85,1,1978526,1478056
1,1,57,1,0,0,1,500,0,0,43,1,1582607,903431
1,1,57,1,0,0,1,800,0,0,101,1,2685256,1974878
1,1,57,1,0,1,1,850,130000,0,59,2,4994747,800573
1,1,57,1,1,0,1,780,0,0,59,1,2417115,2055458
1,1,57,2,0,0,1,150,1000,125,40,2,941808,923475
1,1,57,2,0,0,1,200,0,0,98,1,3336474,2784035
1,1,57,2,0,0,1,275,55000,0,42,1,4404457,1444752
1,1,57,2,0,0,1,500,0,0,75.57,1,4682614,1295637
1,1,57,2,0,0,1,872,80000,0,49,1,2084567,1847060
1,1,57,3,0,0,1,300,0,0,75,2,8685338,7639204
1,1,58,0,0,0,0,100,0,100,46,2,2684721,1286123
1,1,58,0,0,0,0,250,55000,0,26,2,1069532,894327
1,1,58,0,0,0,0,271,3000,250,30,2,1174984,1051658
1,1,58,0,0,0,0,280,20000,0,33,2,1017980,501160
1,1,58,0,0,0,0,280,5000,250,66,2,2171282,1538017
1,1,58,0,0,0,0,300,27000,191,34,2,626732,610066
1,1,58,0,0,0,0,325,5000,300,33,2,1025399,995557
1,1,58,0,0,0,0,370,5000,300,53,2,1453792,1328441
1,1,58,0,0,0,0,400,6646,69,44,2,818958,798958
1,1,58,0,0,0,0,450,6500,122,38,2,1766450,1002630
1,1,58,0,0,0,0,540,1000,500,30,2,1856449,1353937
1,1,58,0,0,0,0,772,0,0,80,1,1026858,819553
1,1,58,0,0,0,0,780,10000,730,18,2,1781053,1730649
1,1,58,0,0,0,0,800,0,0,85,1,1163558,995183
1,1,58,0,0,0,0,978,190000,0,60,2,1530889,1323841
1,1,58,0,0,0,1,160,30000,0,68,2,2125894,1400421
1,1,58,0,0,0,1,169,10300,130,59,2,1952950,1411368
1,1,58,0,0,0,1,172,3000,150,33,2,2208033,1470279
1,1,58,0,0,0,1,225,13000,173,39,2,1607003,1282978
1,1,58,0,0,0,1,250,0,0,30,1,2220632,1873288
1,1,58,0,0,0,1,250,18000,76,36,2,2131801,1887498
1,1,58,0,0,0,1,250,20000,146,50,2,2207058,887815
1,1,58,0,0,0,1,255,3000,250,64,2,2385372,2013912
1,1,58,0,0,0,1,300,0,0,56,1,1300670,1007424
1,1,58,0,0,0,1,300,3000,260,23,1,3499665,2694465
1,1,58,0,0,0,1,330,0,0,40,1,1846890,1062099
1,1,58,0,0,0,1,330,3000,300,30,2,3056184,2251348
1,1,58,0,0,0,1,381,15000,350,50,1,1734183,1173193
1,1,58,0,0,0,1,400,0,0,73,1,1739788,1401494
1,1,58,0,0,0,1,422,0,0,71,1,1439816,932206
1,1,58,0,0,0,1,500,0,0,59,1,1386655,1174738
1,1,58,0,0,0,1,500,0,0,72,1,1221926,872320
1,1,58,0,0,0,1,600,0,0,85,1,1697834,1328539
1,1,58,0,0,0,1,650,0,0,26,1,1893635,1450025
1,1,58,0,0,2,1,600,5000,550,46,2,3279126,2896043
1,1,58,0,3,0,0,315,2000,310,30,2,1835084,1616757
1,1,58,1,0,0,0,320,5000,300,49,2,2025713,1787731
1,1,58,1,0,0,0,350,0,0,39,1,1355322,1165521
1,1,58,1,0,0,0,480,65000,0,43,1,4112175,552835
1,1,58,1,0,0,1,100,500,0,66,2,3214310,3006560
1,1,58,1,0,0,1,400,0,0,84,1,2993888,2611361
1,1,58,1,0,0,1,400,45000,0,30,1,2769821,1108631
1,1,58,1,0,0,1,450,0,0,84,1,4084599,2321084
1,1,58,1,2,0,1,306,5000,200,39,1,7844048,2511233
1,1,58,2,0,0,0,180,0,0,62,1,1326444,770534
1,1,58,2,0,0,0,320,0,0,59,1,734449,558494
1,1,58,2,0,0,0,370,0,0,44,1,1235257,873706
1,1,58,2,0,0,0,773,30000,350,76,2,1168473,1120473
1,1,58,2,0,0,1,1500,0,0,140,1,12161952,5503687
1,1,58,2,0,0,1,400,35000,0,57,1,4923108,1520365
1,1,58,2,0,0,1,400,45000,0,57,1,3848954,673881
1,1,58,2,0,0,1,420,0,0,32,1,1648693,1227193
1,1,58,3,0,0,0,170,0,170,23,2,2074270,1490393
1,1,58,3,0,0,0,300,20000,250,60,2,1133352,864738
1,1,59,0,0,0,0,165,9000,125,27,2,1612761,1428536
1,1,59,0,0,0,0,196,45000,111,39.56,2,1434575,1199900
1,1,59,0,0,0,0,200,0,0,66,1,542294,521752
1,1,59,0,0,0,0,200,1000,200,28,2,1994958,1948378
1,1,59,0,0,0,0,205,5000,180,33,2,1202477,1025579
1,1,59,0,0,0,0,225,0,0,53,2,1642641,1602641
1,1,59,0,0,0,0,250,2000,230,59,2,946918,908418
1,1,59,0,0,0,0,360,0,0,46,1,957346,504604
1,1,59,0,0,0,0,450,5000,400,41,2,1645585,1498188
1,1,59,0,0,0,0,83,12732,70,35,2,1155598,884317
1,1,59,0,0,0,1,140,12000,100,33,2,1193003,987435
1,1,59,0,0,0,1,150,10000,120,40,2,744575,513725
1,1,59,0,0,0,1,180,0,0,34,2,2223714,1769321
1,1,59,0,0,0,1,250,2000,200,30,2,1068354,797112
1,1,59,0,0,0,1,2500,0,0,121,1,2311810,1859500
1,1,59,0,0,0,1,276,15000,142,37,2,1534794,1233647
1,1,59,0,0,0,1,280,0,0,45,1,1320393,939594
1,1,59,0,0,0,1,300,35000,0,40,2,1468519,1203109
1,1,59,0,0,0,1,300,5000,142,56,2,1488973,1245376
1,1,59,0,0,0,1,300,80000,0,40,2,1777476,1199676
1,1,59,0,0,0,1,370,0,0,93,2,1424418,1143696
1,1,59,0,0,0,1,400,0,0,50,1,1252882,960832
1,1,59,0,0,0,1,470,0,0,63,1,1070498,768139
1,1,59,0,0,0,1,660,0,0,85,1,8690379,5078509
1,1,59,0,0,0,1,700,0,0,116,1,2926723,2476727
1,1,59,0,0,0,1,76,2500,51,26,2,2283507,1207500
1,1,59,0,0,0,1,800,0,0,109,1,1943770,1481542
1,1,59,0,0,0,1,91,3064,78,46.67,2,927817,664272
1,1,59,0,0,0,2,370,0,0,44,1,1603801,1073766
1,1,59,0,0,1,1,214,3000,200,41,1,6522051,3191288
1,1,59,0,0,1,1,420,33937,226,51,2,6649295,5370681
1,1,59,0,0,2,1,600,0,0,121,1,4618892,1741751
1,1,59,0,1,0,1,265,3000,250,23,2,1951316,1008452
1,1,59,0,1,1,3,300,0,0,73,1,4557712,2688945
1,1,59,1,0,0,0,200,0,0,83,2,2947786,2330580
1,1,59,1,0,0,0,330,3000,300,15,2,3183317,1950769
1,1,59,1,0,0,0,600,100000,300,30,2,2085458,1685326
1,1,59,1,0,0,1,200,0,0,22,1,2121876,1159787
1,1,59,1,0,0,1,200,3500,115,46,2,1318707,1206972
1,1,59,1,0,0,1,400,0,0,48,1,2041826,1595018
1,1,59,1,0,0,1,450,0,0,80,1,1449943,1094961
1,1,59,1,0,0,1,500,10000,400,28,2,3250122,2565964
1,1,59,1,0,0,1,500,42000,111,36,2,1835018,1351098
1,1,59,1,0,0,1,600,0,0,50,1,2155400,1636600
1,1,59,1,0,0,1,660,70000,0,30,2,1565873,1148539
1,1,59,1,0,1,1,300,60000,0,30,1,2247608,1121838
1,1,59,1,1,0,1,330,5000,300,39,2,3161302,1836942
1,1,59,2,0,0,0,200,41000,0,60,2,1267285,1089999
1,1,59,2,0,0,0,230,13000,173,39,2,904008,880008
1,1,59,2,0,0,0,530,30000,350,40,2,2754808,2422834
1,1,59,2,0,0,1,300,0,0,45,2,1250532,1211194
1,1,59,2,1,0,1,400,0,0,96,1,1710371,1443607
1,1,60,0,0,0,0,111,100,110,16,2,675016,572933
1,1,60,0,0,0,0,1288,0,0,60,1,2386922,1057997
1,1,60,0,0,0,0,164,8700,125,27,2,1488698,1471614
1,1,60,0,0,0,0,1940,0,0,59,1,1018809,680944
1,1,60,0,0,0,0,200,2000,200,39,2,1441333,1392166
1,1,60,0,0,0,0,201,3000,200,15,2,735942,608799
1,1,60,0,0,0,0,300,0,0,30,1,1568257,764017
1,1,60,0,0,0,0,300,0,0,44,1,1290190,966356
1,1,60,0,0,0,0,300,2000,300,17,2,920782,920782
1,1,60,0,0,0,0,305,3000,300,20,2,1259737,1141187
1,1,60,0,0,0,0,330,3000,300,27,2,2750205,1590825
1,1,60,0,0,0,0,350,0,0,69,1,810323,712913
1,1,60,0,0,0,0,400,90000,0,83,2,1018593,889973
1,1,60,0,0,0,0,420,5000,400,23,2,2072189,1717383
1,1,60,0,0,0,0,450,5000,430,46,2,1429669,1286173
1,1,60,0,0,0,0,500,20000,300,84,2,1707635,1631635
1,1,60,0,0,0,1,148,3798,118,48,2,1581258,1173674
1,1,60,0,0,0,1,150,0,0,25,1,7965166,1716336
1,1,60,0,0,0,1,200,0,0,40,1,1050161,911038
1,1,60,0,0,0,1,230,0,0,55,1,2056003,1380963
1,1,60,0,0,0,1,239,28000,180,79,2,2332852,1336865
1,1,60,0,0,0,1,253,1000,250,40,1,1734982,1086447
1,1,60,0,0,0,1,280,5000,250,72,2,1936112,1632135
1,1,60,0,0,0,1,300,5000,250,50,2,2475736,2370276
1,1,60,0,0,0,1,350,0,0,76,1,2081152,1955712
1,1,60,0,0,0,1,358,2000,350,35,2,1282570,1134306
1,1,60,0,0,0,1,400,5000,350,57,2,2444177,2219511
1,1,60,0,0,0,1,410,0,0,57,1,1336649,1008702
1,1,60,0,0,0,1,420,0,0,60,1,1365712,1186944
1,1,60,0,0,0,1,450,35348,94,52,2,3079540,1987648
1,1,60,0,0,0,1,450,5000,450,23.1,2,2444341,2175931
1,1,60,0,0,0,1,481,5000,450,56,2,3014632,2620218
1,1,60,0,0,0,1,500,0,0,43,1,1402919,828533
1,1,60,0,0,0,1,737,0,0,58,1,1775849,1137961
1,1,60,0,0,0,1,800,0,0,43,1,13135811,10163077
1,1,60,0,0,1,0,500,0,0,31,1,4166668,2508168
1,1,60,0,0,3,1,480,5000,450,39,1,7753296,4004534
1,1,60,0,1,0,0,300,25233,142,46,2,1658396,1461786
1,1,60,0,1,0,1,1200,0,0,122,1,5308441,1244281
1,1,60,0,2,0,1,300,40000,0,43,1,1993440,1091110
1,1,60,1,0,0,0,400,0,0,89,1,1417282,1119634
1,1,60,1,0,0,0,450,0,0,59,1,2575303,2299072
1,1,60,1,0,0,0,600,0,0,66,1,1895996,1698908
1,1,60,1,0,0,1,140,12000,128,52,2,1331171,1202519
1,1,60,1,0,0,1,150,0,0,66,1,3061057,2265581
1,1,60,1,0,0,1,350,0,350,50,2,907511,899511
1,1,60,1,0,0,1,350,2000,350,21,2,5292678,2072759
1,1,60,1,1,0,0,270,1000,260,23,2,1442628,946658
1,1,60,1,1,0,1,324,10000,280,60,1,4808425,4593495
1,1,60,2,0,0,0,300,0,0,55,1,682815,497235
1,1,60,2,0,0,1,353,1000,350,33,1,2966200,2252374
1,1,60,2,0,0,1,400,47000,0,48,2,1941225,1435639
1,1,60,2,0,0,1,660,10000,600,30,2,1994537,1586779
1,1,60,2,1,0,1,200,15000,0,31,2,1895218,979267
1,1,61,0,0,0,0,100,3500,90,46.67,2,1293386,1089716
1,1,61,0,0,0,0,130,1000,130,26,2,619320,606496
1,1,61,0,0,0,0,155,0,0,36,1,844729,543802
1,1,61,0,0,0,0,170,25000,0,36,2,1354954,1086941
1,1,61,0,0,0,0,186,60000,60,50,2,1400414,1070024
1,1,61,0,0,0,0,200,0,0,20,1,622502,611078
1,1,61,0,0,0,0,200,0,200,14,2,1734736,1640856
1,1,61,0,0,0,0,200,40000,0,46,2,1063222,894954
1,1,61,0,0,0,0,224,0,0,79,1,984410,703239
1,1,61,0,0,0,0,241,0,0,36,1,1460194,1003733
1,1,61,0,0,0,0,250,5000,200,27,2,1051576,782103
1,1,61,0,0,0,0,256,2000,250,36,2,1384401,1337434
1,1,61,0,0,0,0,300,0,0,55,1,1255579,1073888
1,1,61,0,0,0,0,325,5000,300,42,2,1746092,1007099
1,1,61,0,0,0,0,350,0,0,85,1,1269082,1132416
1,1,61,0,0,0,0,385,0,0,41,1,1888726,1177892
1,1,61,0,0,0,0,425,0,0,39,1,1206207,1166207
1,1,61,0,0,0,0,450,0,0,82,1,1870910,1175553
1,1,61,0,0,0,0,500,0,0,106,1,556623,380586
1,1,61,0,0,0,0,500,10940,149,36,2,1467479,1137776
1,1,61,0,0,0,0,500,80000,0,53,2,2996926,2493191
1,1,61,0,0,0,0,580,40000,300,61,2,860207,811873
1,1,61,0,0,0,0,600,0,0,59,1,1074914,1051914
1,1,61,0,0,0,0,600,140000,0,79,2,883475,712215
1,1,61,0,0,0,0,810,0,0,58,1,1484939,1091717
1,1,61,0,0,0,1,1200,0,0,85,1,2918727,1916218
1,1,61,0,0,0,1,150,0,0,25,1,7680631,966303
1,1,61,0,0,0,1,1500,0,0,126,1,1940789,1110495
1,1,61,0,0,0,1,200,0,0,66,2,891154,814815
1,1,61,0,0,0,1,206,2000,200,40,2,2760674,2368614
1,1,61,0,0,0,1,212,5000,170,49,2,1640505,1422997
1,1,61,0,0,0,1,238,5000,200,55,1,1902623,1426584
1,1,61,0,0,0,1,270,3000,250,32,2,1549626,1407106
1,1,61,0,0,0,1,280,2000,270,52,2,5842197,5129688
1,1,61,0,0,0,1,290,0,0,38,1,1478991,1370926
1,1,61,0,0,0,1,400,0,0,51,1,1216290,834518
1,1,61,0,0,0,1,400,160000,0,79,2,1642567,1135099
1,1,61,0,0,0,1,450,10000,400,49,2,2679819,2241909
1,1,61,0,0,0,1,550,0,0,60,1,1939922,1217112
1,1,61,0,0,0,1,650,5000,650,23,2,2030011,1958171
1,1,61,0,0,0,1,800,0,0,59,1,1127471,943869
1,1,61,0,0,2,1,375,0,0,99,1,1915982,1581875
1,1,61,0,2,0,0,320,2000,290,40,2,2392865,2103022
1,1,61,1,0,0,0,1000,0,0,84,1,774014,583799
1,1,61,1,0,0,0,300,0,0,60,1,868638,805138
1,1,61,1,0,0,0,350,0,0,66,1,1422312,1313333
1,1,61,1,0,0,0,355,1000,350,36,2,2285526,1742486
1,1,61,1,0,0,0,450,0,0,76,1,1093935,978095
1,1,61,1,0,0,1,200,0,200,54,2,1411719,1335565
1,1,61,1,0,0,1,250,5000,150,30,1,1508879,1171659
1,1,61,1,0,0,1,500,0,0,68,1,1395550,1086517
1,1,61,1,2,0,1,200,0,0,66,1,1871952,1451188
1,1,61,2,0,0,0,800,0,0,84,1,2033087,1697471
1,1,61,2,0,0,1,350,75000,0,80,2,2435648,1868013
1,1,61,2,0,0,1,420,55000,98,51,2,1411036,1218643
1,1,62,0,0,0,0,1000,0,0,60,1,2334070,1523894
1,1,62,0,0,0,0,155,0,0,36,1,1787390,1252986
1,1,62,0,0,0,0,180,5000,150,16,1,2091152,1446145
1,1,62,0,0,0,0,200,20000,0,23,2,4379228,1222199
1,1,62,0,0,0,0,250,2000,230,66,2,723660,708818
1,1,62,0,0,0,0,270,20000,170,28,2,1871665,1275415
1,1,62,0,0,0,0,300,0,0,42,1,389134,360516
1,1,62,0,0,0,0,300,0,0,85,1,727669,542708
1,1,62,0,0,0,0,380,5000,320,59,1,4623761,4146106
1,1,62,0,0,0,0,400,0,0,111,1,2040066,1337299
1,1,62,0,0,0,0,400,0,0,50,1,2141627,1557380
1,1,62,0,0,0,0,400,0,0,50,2,1233869,1043869
1,1,62,0,0,0,0,400,0,0,76,1,1989578,1819900
1,1,62,0,0,0,0,412,0,0,59,1,710341,505526
1,1,62,0,0,0,0,450,0,0,59,1,1066919,1007454
1,1,62,0,0,0,0,480,10000,430,28,2,1851812,1715022
1,1,62,0,0,0,0,520,5000,450,24,2,1074406,966067
1,1,62,0,0,0,1,150,0,0,86,2,1284549,1215779
1,1,62,0,0,0,1,200,0,0,78,1,1307260,1153424
1,1,62,0,0,0,1,274,2000,270,20,1,4387693,1667846
1,1,62,0,0,0,1,291,0,0,49,1,2066524,2046524
1,1,62,0,0,0,1,300,0,0,94,1,2676368,1671451
1,1,62,0,0,0,1,312,2000,300,59,2,1650363,1496749
1,1,62,0,0,0,1,350,0,0,66,1,2243155,1582783
1,1,62,0,0,0,1,400,2000,340,26,2,2020413,1947483
1,1,62,0,0,1,1,150,0,0,50,1,3378659,1409915
1,1,62,0,0,2,0,226,0,83,92,1,778642,751834
1,1,62,0,0,2,0,300,2000,300,23,2,3599245,1008332
1,1,62,0,0,2,1,200,0,0,56,1,2171845,1888175
1,1,62,0,0,2,1,300,2000,300,23,2,946595,934085
1,1,62,0,1,0,1,450,0,0,59,1,1623176,1577086
1,1,62,1,0,0,0,1480,0,0,41,1,1610468,989133
1,1,62,1,0,0,0,224,28000,0,40,2,550783,536283
1,1,62,1,0,0,0,361,0,0,59,1,1255819,1048613
1,1,62,1,0,0,0,400,10000,152,43,2,1448498,1164956
1,1,62,1,0,0,0,450,3000,400,33,2,2412109,1184056
1,1,62,1,0,0,0,900,0,0,62,1,1229175,793200
1,1,62,1,0,0,1,1680,0,0,127,1,2401732,1880635
1,1,62,1,0,0,1,197,30000,65,36,2,1078881,945918
1,1,62,1,0,0,1,450,70000,0,47,2,978327,903000
1,1,62,2,0,0,0,650,20000,600,39.6,2,2045020,1316980
1,1,62,2,0,0,0,750,0,0,50,1,2611786,2228026
1,1,62,2,0,0,1,250,0,0,56,1,1243788,1056681
1,1,63,0,0,0,0,130,0,130,17,2,813870,780080
1,1,63,0,0,0,0,138,3798,108,48,2,1072873,896096
1,1,63,0,0,0,0,160,1000,160,23,2,490804,461175
1,1,63,0,0,0,0,173,23000,60,46,2,710209,615677
1,1,63,0,0,0,0,200,0,167,35,2,1362832,1329498
1,1,63,0,0,0,0,200,1000,190,28,2,856641,849866
1,1,63,0,0,0,0,200,2000,200,26,2,1041690,669062
1,1,63,0,0,0,0,200,3500,61,38,2,1062375,921053
1,1,63,0,0,0,0,300,0,0,142,1,1596303,866443
1,1,63,0,0,0,0,308,2000,300,25,2,1875195,1610014
1,1,63,0,0,0,0,350,0,0,109,1,969467,894164
1,1,63,0,0,0,0,375,0,0,32,1,1310638,1172639
1,1,63,0,0,0,0,400,52500,0,59,2,1343622,1181773
1,1,63,0,0,0,0,400,60000,100,59,2,1185440,946423
1,1,63,0,0,0,0,450,0,0,38,1,750039,699332
1,1,63,0,0,0,0,500,0,0,99,1,1030878,762998
1,1,63,0,0,0,0,536,0,0,97,1,1963666,1563666
1,1,63,0,0,0,0,600,0,0,66,1,1777814,1590931
1,1,63,0,0,0,0,772,0,0,80,1,2206106,1737472
1,1,63,0,0,0,1,110,17000,0,34,2,3412976,2259033
1,1,63,0,0,0,1,280,70000,0,60,2,2520451,1961790
1,1,63,0,0,0,1,295,5000,270,40,2,1421869,1335969
1,1,63,0,0,0,1,300,0,0,50,1,1594832,1194832
1,1,63,0,0,0,1,300,0,0,50,1,1861561,1796059
1,1,63,0,0,0,1,300,0,0,79,1,1051120,944805
1,1,63,0,0,0,1,350,8600,118,33,2,2578376,2160540
1,1,63,0,0,0,1,400,0,0,79,1,2017040,1380103
1,1,63,0,0,0,1,400,0,0,80,1,904790,692790
1,1,63,0,0,0,1,400,5000,400,40,2,1870974,1620974
1,1,63,0,0,0,1,450,0,0,69,1,1445797,1028913
1,1,63,0,0,0,1,600,0,0,100,1,7247952,6703702
1,1,63,0,0,0,1,660,0,0,85,1,2542321,2039185
1,1,63,0,0,0,1,800,10000,650,51,1,4017511,3374947
1,1,63,0,0,0,1,957,0,0,84,2,2418171,1898537
1,1,63,0,0,0,2,300,0,0,66,1,7503129,6677331
1,1,63,0,0,1,1,444,3000,430,40,1,6875492,2639111
1,1,63,1,0,0,0,350,70000,0,65,2,550826,523326
1,1,63,1,0,0,0,400,0,0,69,2,1237953,1220081
1,1,63,1,0,0,0,400,0,0,84,1,1083481,863878
1,1,63,1,0,0,0,412,0,0,41,1,987549,818889
1,1,63,1,0,0,0,700,0,0,60,1,1941476,1615246
1,1,63,1,0,0,1,150,0,0,78,1,1336223,1190973
1,1,63,1,0,0,1,310,31335,262,59,2,1336318,1234855
1,1,63,1,0,0,1,600,0,0,85,1,3402939,2325818
1,1,63,1,0,0,1,600,20000,450,56,2,2893632,2198055
1,1,64,0,0,0,0,133,40000,0,48,2,667368,657368
1,1,64,0,0,0,0,150,0,0,45,1,931750,906188
1,1,64,0,0,0,0,180,0,0,50,1,939448,907370
1,1,64,0,0,0,0,229,16500,165,36,2,715382,700172
1,1,64,0,0,0,0,230,0,230,23,2,1129620,1026680
1,1,64,0,0,0,0,300,0,0,49,1,1137527,859578
1,1,64,0,0,0,0,300,0,0,51,1,921186,771660
1,1,64,0,0,0,0,350,0,0,66,1,977500,844998
1,1,64,0,0,0,0,350,0,0,80,1,446127,388234
1,1,64,0,0,0,0,350,60000,0,39,1,1782138,1710833
1,1,64,0,0,0,0,400,115000,0,59,2,898710,668714
1,1,64,0,0,0,0,400,2000,300,16,2,1924788,1282171
1,1,64,0,0,0,0,500,10000,450,60,1,2163254,2019031
1,1,64,0,0,0,0,500,38000,111,36,2,1597060,1301487
1,1,64,0,0,0,0,505,0,0,60,1,2139551,1304791
1,1,64,0,0,0,0,550,0,0,84,2,1917834,1891978
1,1,64,0,0,0,0,700,0,0,82,1,1412369,997349
1,1,64,0,0,0,1,1700,0,0,134,1,1588134,1242843
1,1,64,0,0,0,1,200,3000,150,20,1,3505546,2438680
1,1,64,0,0,0,1,212,10000,200,70,2,1641909,1635654
1,1,64,0,0,0,1,240,10500,195,49,2,1272050,1141050
1,1,64,0,0,0,1,243,14000,169,36,2,1642752,1354091
1,1,64,0,0,0,1,365,0,0,94,1,1605911,1449517
1,1,64,0,0,0,1,420,12161,269,51,2,1109631,1090431
1,1,64,0,0,0,1,450,20340,191,52,1,2263623,1892406
1,1,64,0,0,0,1,700,0,0,132,1,2635889,1514239
1,1,64,0,0,0,1,978,0,0,63,1,1439919,1196763
1,1,64,0,0,1,1,300,0,0,89,1,1858410,934372
1,1,64,0,0,1,1,590,5000,583,84,2,2022416,1424142
1,1,64,0,1,0,1,550,0,0,65,1,3331469,1475702
1,1,64,1,0,0,0,200,0,0,59.4,1,1256440,530351
1,1,64,1,0,0,0,250,0,0,87,1,1060853,940552
1,1,64,1,0,0,0,300,0,0,42,1,1490590,917340
1,1,64,1,0,0,0,300,0,0,48,1,1487258,1440925
1,1,64,1,0,0,1,130,0,100,17,2,1005145,876806
1,1,64,1,0,0,1,150,0,0,66,1,1492103,1203770
1,1,64,1,2,0,1,250,2000,220,20,1,3771784,1427312
1,1,64,2,0,0,0,205,0,0,58,1,1031577,823975
1,1,65,0,0,0,0,120,0,0,50,1,2457686,824973
1,1,65,0,0,0,0,243,20000,143,40,1,1677011,1194587
1,1,65,0,0,0,0,250,0,0,66,1,1301522,940032
1,1,65,0,0,0,0,260,23671,207,63,2,1684899,1249255
1,1,65,0,0,0,0,300,2000,280,33,2,1620851,1250851
1,1,65,0,0,0,0,300,39500,0,40,2,975125,742411
1,1,65,0,0,0,0,300,5000,280,42,2,1944357,1717797
1,1,65,0,0,0,0,340,10000,300,20,2,1804758,1579128
1,1,65,0,0,0,0,400,0,0,73,1,927726,875009
1,1,65,0,0,0,0,400,0,0,75,1,982592,783839
1,1,65,0,0,0,0,405,0,0,57,1,1804597,1126429
1,1,65,0,0,0,0,422,0,0,66,1,2359875,945875
1,1,65,0,0,0,0,430,0,0,59,1,1400818,1374538
1,1,65,0,0,0,0,500,0,0,84,1,1408767,1274900
1,1,65,0,0,0,0,570,0,0,59,1,1837322,1502750
1,1,65,0,0,0,0,670,0,0,84,1,2060788,1851685
1,1,65,0,0,0,0,676,0,0,75,2,1761493,1562873
1,1,65,0,0,0,1,150,0,0,66,1,3364460,1247793
1,1,65,0,0,0,1,150,0,150,13,2,751898,747414
1,1,65,0,0,0,1,200,0,0,50,1,882834,792687
1,1,65,0,0,0,1,200,0,0,83,1,759232,632152
1,1,65,0,0,0,1,200,2000,150,43,2,1433948,1273307
1,1,65,0,0,0,1,313,3000,300,25,1,4355496,2579289
1,1,65,0,0,0,1,400,0,0,59,1,1256654,1059283
1,1,65,0,0,0,1,500,0,0,85,1,1293401,1055034
1,1,65,0,0,0,1,550,0,0,60,1,749603,639320
1,1,65,0,0,0,1,600,0,0,84,1,2522513,2037683
1,1,65,0,0,0,1,600,10000,500,60,1,2808044,2594957
1,1,65,0,0,0,2,500,0,0,70,1,1871575,1569040
1,1,65,0,0,1,0,400,0,0,111,1,832259,797036
1,1,65,0,1,0,1,350,3759,77,40,2,1764006,1622136
1,1,65,1,0,0,0,420,0,0,59,2,1550517,1530260
1,1,65,1,0,0,1,267,0,0,58,1,959149,726088
1,1,65,1,0,0,1,320,0,0,42,1,1106472,1030003
1,1,65,1,0,0,1,400,30988,19,59,2,969081,761498
1,1,65,1,0,0,1,450,0,0,76,1,2300310,2072280
1,1,65,1,0,1,1,200,80000,0,50,2,1702895,1285490
1,1,65,2,0,0,0,600,0,0,100,1,1180945,798997
1,1,65,2,0,0,1,100,0,0,33,1,1857191,374259
1,1,65,2,0,0,1,333,0,333,50,1,9606198,7192448
1,1,66,0,0,0,0,1730,0,0,103,1,1215816,883446
1,1,66,0,0,0,0,185,37650,0,43,2,1426525,1358829
1,1,66,0,0,0,0,230,0,0,50,1,1322352,1256552
1,1,66,0,0,0,0,259,2000,250,20,2,2266253,1892096
1,1,66,0,0,0,0,287,20000,200,63,2,1664627,1481942
1,1,66,0,0,0,0,300,0,0,130,1,1603272,1438477
1,1,66,0,0,0,0,300,0,0,44,1,2370337,1572647
1,1,66,0,0,0,0,300,0,0,51,2,2218838,1953631
1,1,66,0,0,0,0,300,0,0,60,1,1067049,923715
1,1,66,0,0,0,0,300,0,0,66,1,1363902,1060472
1,1,66,0,0,0,0,310,5000,300,34,2,1335293,1171278
1,1,66,0,0,0,0,350,0,0,79,1,942139,798599
1,1,66,0,0,0,0,350,35000,0,48,2,1182144,965477
1,1,66,0,0,0,0,350,35000,0,48,2,1249235,1062202
1,1,66,0,0,0,0,400,13724,286,43,2,1929545,1497430
1,1,66,0,0,0,0,600,5000,500,60,2,3329840,3329840
1,1,66,0,0,0,0,750,0,0,134,1,1051296,736286
1,1,66,0,0,0,0,830,0,0,44,1,1968918,1492698
1,1,66,0,0,0,1,105,3000,70,17,2,1181145,1077695
